country_id,period_id,Value
0,0,17609.736092
0,1,17752.165634
0,2,17736.096414
0,3,17886.15342
0,4,17703.061951
0,5,17717.370991
0,6,17866.552235
0,7,17955.262422
0,8,18166.523168
0,9,18404.243902000002
0,10,18644.750803
0,11,19128.941022
0,12,19298.852618
0,13,19479.170776
0,14,19556.391218
0,15,19972.936725
0,16,20422.474789
0,17,20666.347644
0,18,20893.522295
0,19,21170.090821
0,20,21227.96784
0,21,21332.424884
0,22,21845.009702
0,23,21911.768746
0,24,22307.81975
0,25,22502.790952
0,26,22669.779612000002
0,27,22888.243773
0,28,23053.324988999997
0,29,23743.47574
0,30,23810.576344
0,31,24204.701423
0,32,24418.47825
0,33,24685.467599
0,34,25176.310205
0,35,25530.054919
0,36,25670.666333
0,37,25765.332465
0,38,26101.325705000003
0,39,26663.700102000003
0,40,27013.097381
0,41,27444.620991000003
0,42,27624.715367
0,43,27578.769483999997
0,44,27847.785539999997
0,45,28189.167757
0,46,28553.019057999998
0,47,28953.971675999997
0,48,29251.333985
0,49,29879.146256
0,50,30066.229111
0,51,30345.849836
0,52,30401.147202999997
0,53,30505.714631
0,54,31050.166031
0,55,31651.437864
0,56,32085.916807999998
0,57,32527.896389999998
0,58,32838.213845
0,59,33185.377372
0,60,33564.164839
0,61,33879.727027999994
0,62,34451.677649
0,63,34994.080094
0,64,35316.600418
0,65,35663.164551
0,66,36307.602801
0,67,36721.80582
0,68,37444.546486
0,69,37715.145144
0,70,38089.467846
0,71,38283.370523000005
0,72,38717.406371
0,73,38894.749529
0,74,39432.724052
0,75,39359.598247
0,76,40007.772671
0,77,40225.140773
0,78,40224.729763999996
0,79,40401.439700999996
0,80,40328.994897000004
0,81,40617.857004000005
0,82,41094.761149
0,83,41992.169405
0,84,42532.336695
0,85,43363.494163
0,86,43760.569586
0,87,43415.785727999995
0,88,42757.090663999996
0,89,42711.059714999996
0,90,42986.262174
0,91,43881.449549000004
0,92,45320.598374
0,93,46414.5349
0,94,47227.307026
0,95,47603.970546
0,96,47383.796688
0,97,47299.670722
0,98,47058.323826
0,99,46730.582193
0,100,46615.166633
0,101,46531.400051
0,102,46663.125035000005
0,103,46634.810153
0,104,46787.838383999995
0,105,47222.151425
0,106,47042.662974
0,107,47621.427382
0,108,47974.665246
0,109,48545.282942000005
0,110,49056.650595
1,20,23459.290705
1,21,23657.851672999997
1,22,23803.648749
1,23,23966.233997
1,24,24210.938801
1,25,24459.151895
1,26,24534.668564
1,27,24754.505598
1,28,24995.817531
1,29,25171.479958
1,30,25580.4933
1,31,25957.814607
1,32,26379.445094
1,33,26664.128947999998
1,34,26784.096394
1,35,26769.864918
1,36,27057.516262999998
1,37,27252.610775
1,38,27728.174559
1,39,28193.39517
1,40,28920.217143
1,41,29337.353423
1,42,29612.020494999997
1,43,29801.568863
1,44,29623.046187
1,45,29594.107404000002
1,46,29722.809881
1,47,30126.83457
1,48,30593.262319999998
1,49,31025.189293
1,50,31382.404152999996
1,51,31674.698229
1,52,31785.571245
1,53,31917.532570999996
1,54,32255.898809
1,55,32554.076015
1,56,33216.724691
1,57,33642.838782
1,58,33906.531477
1,59,33982.122767
1,60,34211.597036
1,61,34687.023264999996
1,62,35135.642621
1,63,35791.463373
1,64,36752.398583
1,65,37486.764446
1,66,38033.85099
1,67,38385.899646
1,68,38843.113837
1,69,39323.125906
1,70,39492.508488
1,71,40135.76415
1,72,40932.960327999994
1,73,41148.09822
1,74,41459.151031
1,75,41154.679277999996
1,76,40928.387249
1,77,40626.659045
1,78,40793.713272
1,79,41345.978244
1,80,41089.077730000005
1,81,41868.546010000005
1,82,42427.775151
1,83,42890.749387
1,84,43774.950770999996
1,85,44260.833289
1,86,44765.194843
1,87,45051.175655
1,88,45952.799095999995
1,89,46096.624992000005
1,90,46680.500556
1,91,47169.270897
1,92,47338.170263
1,93,47704.193794
1,94,48212.688406
1,95,48489.798979
1,96,48497.563679
1,97,48621.573709
1,98,48970.618011
1,99,49256.795681999996
1,100,49375.698109
1,101,49963.79813
1,102,50254.164018
1,103,50355.777623
1,104,50234.685558
1,105,50446.634807
1,106,50506.480355
1,107,50846.15917
1,108,51514.611328
1,109,51785.040363
1,110,52261.337242
2,20,22260.094540000002
2,21,22452.453832
2,22,22661.441662
2,23,22751.214748
2,24,22690.597704
2,25,22827.949824
2,26,22901.461914
2,27,23121.447016
2,28,23448.775876
2,29,23826.530924000002
2,30,24088.302172
2,31,24293.875155
2,32,24403.545496000002
2,33,24508.068628999998
2,34,24607.827962
2,35,24652.192654
2,36,24914.564838
2,37,25317.641466
2,38,25859.448472
2,39,26486.120035
2,40,27232.86531
2,41,27817.596325
2,42,28243.467882
2,43,28661.591576
2,44,28744.841673000003
2,45,28933.456211
2,46,29021.600413
2,47,29230.967558999997
2,48,29838.888621
2,49,30378.957200999997
2,50,30740.534704
2,51,30977.934167000003
2,52,30942.399153
2,53,30946.661667
2,54,31070.355696
2,55,31250.043557
2,56,31808.561575
2,57,32189.698782
2,58,32443.372658999997
2,59,32547.086712
2,60,32768.088722
2,61,33055.260898
2,62,33461.020599
2,63,34046.966719
2,64,34732.098157
2,65,35197.882355
2,66,35669.490488
2,67,35966.322176999995
2,68,36514.775752
2,69,36655.550507
2,70,36959.499806
2,71,37329.951594
2,72,37933.210739999995
2,73,38317.767995999995
2,74,38479.370823000005
2,75,37800.709376
2,76,37572.878695
2,77,37583.150169
2,78,38130.554151
2,79,38725.283205
2,80,39285.080339
2,81,40001.898577
2,82,40387.553475
2,83,40687.474758
2,84,41016.903103
